3076202828	84
2928658867	80
992434366	8080
2061593124	80
778380354	2015
2160575573	60000
3127195570	3128
1120686145	8080
2160552278	3128
1032313112	80
1337731630	8080
1485048392	8088
3395594126	80
1033950282	3128
1032313095	80
2016692246	80
3683775738	3128
2061593489	80
2106045337	8080
692547606	3128
2067274948	8888
3658113395	3128
1805097180	80
2016692243	80
974380683	3128
1805097181	80
3339771129	8080
3550570489	3128
3375836678	80
1034423065	8080
1989150706	3128
2002604692	80
1805094514	80
3388329441	9999
1053421309	8080
461572026	8080
1032313105	80
1032313091	80
3394058620	3128
3086324504	80
1032313104	80
3663680566	3128
3740723255	80
1032313111	80
1032313110	80
3738386760	8080
1805093086	80
2071863398	8080
1613537818	80
1805093082	80
1032313108	80
1032313109	80
1856739365	8080
1908996718	8080
2016692282	80
2461640531	8080
2160583094	80
3682706554	3128
794346473	3128
2021884115	80
2016692283	80
1805094523	80
3670887570	80
2812322243	3128
2083456681	80
2064072346	3128
2760121497	3128
3395594129	80
3669956873	80
3076202793	82
1805097182	80
1805093068	80
3076202796	80
3569452360	8080
1805093078	80
786100878	80
3659554381	8080
1805093069	80
2976445932	8080
2327440962	9001
1334329742	80
2016692280	80
3083854970	80
989298125	80
3395594128	80
2016692277	80
3321705986	80
3078725916	3128
3395594144	80
2016692279	80
2093909475	80
3742533356	80
1777035835	8080
2016692272	80
3745745114	80
1434823546	8080
1509609411	80
2016692278	80
1989193734	3128
3395594166	80
1805094515	80
1034935987	3128
3074288694	3128
2093922977	3128
96755227	3128
1019195107	3128
3035333915	8080
1019195189	3128
622676978	8080
3554311869	3128
873536220	3128
2096385409	80
3690972506	3128
2057035362	3128
3549375960	3128
92774549	3128
1493144600	8080
1007356835	3128
757085718	80
1912590915	80
1944560344	3128
1884964947	80
3395948580	3128
98340609	8080
1707682348	3128
2945316385	8080
3549404126	80
1790523012	80
2086159134	80
2992128083	3128
1863023111	80
2016692245	80
2016692247	80
2016692248	80
1730873026	8080
3395594133	80
3395594164	80
2937696305	80
2061664507	3128
3070155405	80
2032758345	8080
2852080923	8080
1700992552	3128
2021935060	80
1863150901	80
3395594143	80
2041135327	3128
3165041050	3128
998218318	80
1707650571	3128
1019189516	3128
3359028450	80
1902924317	8080
1851031695	3128
2064077332	3128
3721304599	3128
3057453489	80
1438864764	8080
3662435534	3128
2061593123	80
3188464662	8080
1805094517	80
3191987450	8080
3663376039	3128
1783332954	80
1805097172	80
736184980	8080
3740305739	3128
3036325276	80
1024719411	3128
974270986	3128
3662500697	3128
1743783938	8080
3701594718	3128
2016692576	8080
1034100742	3128
3074324115	8080
3074324116	8080
3201476964	8080
3659394518	3128
1971907078	80
3721624439	3128
3478607107	8080
1744441300	80
1886406262	80
1034816022	8080
1698888982	8080
1885687979	9797
3547234258	3128
1476347620	3128
1032313097	80
3033713808	8888
3475932790	8080
417743906	8080
1850863277	8088
1991511959	8102
1986122214	8080
1805097173	80
633051827	8888
1760308580	80
3104129094	8080
1805097179	80
1729021014	8080
1017127428	3128
1133812843	8080
2760121501	3128
2093893104	3128
3371235562	3128
1019188170	3128
1019372595	80
1805094518	80
2727370424	3128
973693737	3128
3076202828	8080
1533838330	8080
3075632573	8080
1805094516	80
2382397657	8088
855405781	3128
3033775914	8080
1805093075	80
3423517749	7004
3388590758	8089
1446922025	3128
2016692276	80
3074392411	3128
1449424428	80
3081940070	80
3074288695	3128
3661137054	8080
3670652691	8080
3076202794	8080
3679396223	8088
1019191316	3128
1841435317	3128
1034107713	3128
2091317775	3128
993205205	3128
2093917364	3128
3682877583	3128
2093025271	3128
2975139723	8080
3142962991	3128
2948130058	8080
1945035785	8080
2061665419	3128
3721621026	3128
1975194634	3128
2214566396	3128
737970844	3128
1019183652	3128
1862342594	80
3398629203	8080
1137958086	3128
872318396	3128
1783332953	80
1995763458	3128
759101140	8080
1805097170	80
1971907076	80
3154005818	8080
1805093058	80
1805093085	80
2307368673	8137
